"Site","DateTime","Q"
"FRCH",2019-04-29 14:30:00,134.698236394375
"FRCH",2019-04-29 14:45:00,131.545282666243
"FRCH",2019-04-29 15:00:00,132.426964337803
"FRCH",2019-04-29 15:15:00,135.072009352482
"FRCH",2019-04-29 15:30:00,135.579918065935
"FRCH",2019-04-29 15:45:00,136.087826779389
"FRCH",2019-04-29 16:00:00,135.579918065935
"FRCH",2019-04-29 16:15:00,132.934873051256
"FRCH",2019-04-29 16:30:00,139.614553465627
"FRCH",2019-04-29 16:45:00,141.8858255222
"FRCH",2019-04-29 17:00:00,141.766006920821
"FRCH",2019-04-29 17:15:00,144.530870536879
"FRCH",2019-04-29 17:30:00,143.155597305835
"FRCH",2019-04-29 17:45:00,143.289733061182
"FRCH",2019-04-29 18:00:00,136.72987124819
"FRCH",2019-04-29 18:15:00,135.833872422662
"FRCH",2019-04-29 18:30:00,140.496235137187
"FRCH",2019-04-29 18:45:00,137.731371521129
"FRCH",2019-04-29 19:00:00,138.478917437341
"FRCH",2019-04-29 19:15:00,137.985325877856
"FRCH",2019-04-29 19:30:00,136.341781136116
"FRCH",2019-04-29 19:45:00,143.64918886532
"FRCH",2019-04-29 20:00:00,149.581323363479
"FRCH",2019-04-29 20:15:00,152.494639888853
"FRCH",2019-04-29 20:30:00,149.595640517447
"FRCH",2019-04-29 20:45:00,149.087731803994
"FRCH",2019-04-29 21:00:00,152.614458490232
"FRCH",2019-04-29 21:15:00,155.259503504911
"FRCH",2019-04-29 21:30:00,157.037184001999
"FRCH",2019-04-29 21:45:00,156.275320931819
"FRCH",2019-04-29 22:00:00,153.63027591714
"FRCH",2019-04-29 22:15:00,152.494639888853
"FRCH",2019-04-29 22:30:00,148.967913202615
"FRCH",2019-04-29 22:45:00,146.442686789315
"FRCH",2019-04-29 23:00:00,143.289733061182
"FRCH",2019-04-29 23:15:00,140.510552291156
"FRCH",2019-04-29 23:30:00,143.409551662561
"FRCH",2019-04-29 23:45:00,146.188732432588
"FRCH",2019-04-30 00:00:00,145.561005117755
